gene_id	gene_name	SRR1182374	SRR1182375	SRR1182376	SRR1182377	SRR2910663	SRR2910664
ENSG00000000003	TSPAN6	0	0	0	0	0	0
ENSG00000000005	TNMD	0	0	0	0	0	0
ENSG00000000419	DPM1	46.3925601791779	28.937741746001	20.7364925298018	12.3621024974773	22.088440076311	19.6207979242876
ENSG00000000457	SCYL3	3.55509383836611	6.12700249616356	34.7242877889757	36.1499676296907	3.81144302395516	45.1410040652514
ENSG00000000460	C1orf112	12.5820450283747	21.3842060175409	5.20536480374942	3.29262358470334	13.8153106006627	2.83090849116307
ENSG00000000938	FGR	179.050219906934	95.5462954260875	76.2510893919669	18.501911655119	307.961567157575	57.4596243382355
ENSG00000000971	CFH	6.89326727694857	26.3435668283948	75.7841812860596	39.3934615505769	0.735096512220362	80.6534171630868
ENSG00000001036	FUCA2	116.875513093141	137.100463374962	108.47484643021	92.7413323471853	134.06379589272	94.1976008726682
ENSG00000001084	GCLC	201.15712872027	126.917799366563	68.7634649795714	32.0637444735524	409.472688039688	42.4358687576442
ENSG00000001167	NFYA	40.3065572460433	16.8604293012142	32.9626333820089	19.303537154994	25.473391101128	25.8729830978687
ENSG00000001460	STPG1	4.4205911818411	4.59878174326049	2.29915653040309	1.80994368199557	5.85123379464158	4.71482136523619
ENSG00000001461	NIPAL3	12.2741936385979	9.5436459975668	31.244016871251	22.0692873905222	6.99173088318279	31.6786483977989
ENSG00000001497	LAS1L	24.6933836553876	32.8807322125457	8.30477420697928	10.522271610662	19.4950917115984	9.2158701558686
ENSG00000001561	ENPP4	30.973278343046	26.693653294585	59.6586481727224	67.9192778739584	31.8675512027422	71.211400130712
ENSG00000001617	SEMA3F	0	0	0	0	0	0
ENSG00000001626	CFTR	0	0	0	0	0	0
ENSG00000001629	ANKIB1	51.1862098871177	20.4207567686026	107.041330424576	118.122432667499	30.9988336699332	79.0685392138013
ENSG00000001630	CYP51A1	127.932684062392	140.398758500478	23.4740712213227	27.1658631562919	136.424790259627	27.3042492344645
ENSG00000001631	KRIT1	21.7920840842432	21.5923155479583	27.0598265311606	18.6026722483597	17.0551430249949	21.4964229355098
ENSG00000002016	RAD52	2.0352502800545	3.10792690530348	7.19199139279266	2.5178179927083	11.2645876061975	7.95654688829644
ENSG00000002079	MYH16	0	0	0	0	0	0
ENSG00000002330	BAD	8.75942638576106	10.1552787759133	5.02311467498736	5.55165194304831	12.3507087433295	12.0483666059489
ENSG00000002549	LAP3	289.409124034384	587.171425438806	1058.28053513176	895.443087053061	159.488866215365	1138.20753880197
ENSG00000002586	CD99	251.545544630594	238.232740604883	144.353938611508	85.5891589743676	170.789361212738	138.223336690606
ENSG00000002587	HS3ST1	25.9696950924432	14.8288596485876	1.95588567177905	4.8516744996687	30.8733600042883	0.975811685230657
ENSG00000002726	AOC1	0.889563490548799	0	1.60197258872753	2.57896170013754	7.97338642647676	3.99169558875274
ENSG00000002745	WNT16	0	0	0	0.970414452601371	0	0
ENSG00000002746	HECW1	0	0	0	0	0	0
ENSG00000002822	MAD1L1	19.225431241211	16.3143346961452	7.08913684279514	7.16683333332743	20.494341793761	6.94849976705394
ENSG00000002834	LASP1	501.906552923106	474.426834818254	213.940891084839	284.212342158401	707.536373631276	204.841403786223
ENSG00000002919	SNX11	65.7772843026256	80.7366200379872	48.3793168418725	103.792721766245	42.5208350769245	80.2683933761871
ENSG00000002933	TMEM176A	62.0894828920395	258.359535913427	197.051596179148	351.579501073262	39.3379794711746	134.026973794289
ENSG00000003056	M6PR	467.686481114326	394.883761248165	266.08876882331	591.530965121827	518.229126275991	337.010361274104
ENSG00000003096	KLHL13	0	0	0	0	0	0
ENSG00000003137	CYP26B1	0	0	0	0	0	0
ENSG00000003147	ICA1	11.8494282505512	9.26878242862565	5.55868532084723	6.30005119849709	22.2934983241267	8.94754060900432
ENSG00000003249	DBNDD1	0	0	0	0	0.995985586204782	0
ENSG00000003393	ALS2	20.4286389588421	25.2829730760713	7.45289796659764	14.386344169547	25.1342078025049	13.0057929357627
ENSG00000003400	CASP10	26.362151599573	34.0987164047522	132.218836246755	96.1190574962759	15.5875622044582	135.008533133205
ENSG00000003402	CFLAR	71.0260719360593	108.716502680289	908.138943708815	1568.95616441757	120.596201490843	972.062386368895
ENSG00000003436	TFPI	4.42851522353952	4.96249401922461	10.9241302112294	13.9397659836318	16.1143619123595	26.588907841966
ENSG00000003509	NDUFAF7	6.84072341350303	10.8182443815208	5.33594106295251	12.7079378754863	17.1220330686683	2.72896183650444
ENSG00000003756	RBM5	83.3105136859537	82.9345938845737	113.267272074748	83.611122383797	68.8334329839239	72.9018359828277
ENSG00000003987	MTMR7	0	2.37671810683877	0	0.815863804322079	0	0
ENSG00000003989	SLC7A2	0	0	0.977853047389583	0	0	0
ENSG00000004059	ARF5	67.9781122412079	56.7857291457171	35.0200298192374	26.6908865446796	68.5517988113536	40.0204547662573
ENSG00000004139	SARM1	0	3.69086694651082	14.7175523450708	3.78205760886249	5.78142293120175	14.9856598550241
ENSG00000004142	POLDIP2	66.3584249203416	74.1049247630284	28.0545295312962	30.2761877979432	74.0688431598387	28.2260536806923
ENSG00000004399	PLXND1	681.888673002966	595.934531773046	129.851214002562	77.7915697859418	543.117441228927	208.666877378322
ENSG00000004455	AK2	93.7572946066834	75.2563574993738	92.8953797138235	62.0565801412476	67.8238952741634	60.9943749747988
ENSG00000004468	CD38	18.8422486036743	37.1162540765001	1188.4342455414	993.685418401084	4.85672527969736	817.714368111238
ENSG00000004478	FKBP4	95.6888740665977	135.688405681561	29.610426547521	52.7338571169576	70.9770074630096	32.3588363272903
ENSG00000004487	KDM1A	26.9055098535446	34.4821549445162	18.9235539634568	18.4321014440235	37.7907902789166	28.9655192121265
ENSG00000004534	RBM6	50.1068162162326	112.419379248585	55.3626727184481	79.0687429130526	65.5202706725504	52.9493907585587
ENSG00000004660	CAMKK1	8.49501436424625	1.87263287494678	0.926240616790255	0	15.7707490683403	0
ENSG00000004700	RECQL	86.988927037092	80.5735239670135	64.4583019771235	67.2062967470282	72.6988998995229	66.1594677171247
ENSG00000004766	CCDC132	36.1590321207741	31.9770051546247	16.7630217606502	22.1718719989786	25.9534060487958	31.8933022753734
ENSG00000004776	HSPB6	0	0	0	0	0	0
ENSG00000004777	ARHGAP33	2.75163429556952	22.2294758843497	2.95820850377761	1.33595193747231	14.4344789033924	1.9360909249888
ENSG00000004779	NDUFAB1	51.3654235705649	48.6334756853897	18.6547775661526	21.0320245512645	63.8554585239121	21.4032396725807
ENSG00000004799	PDK4	5.46706511809137	1.56776347749243	0	1.76923584427833	19.0669402515492	1.77841932100338
ENSG00000004809	SLC22A16	0	2.47976703342256	0	0	1.61361807931596	0
ENSG00000004838	ZMYND10	0	0	0	0	0.995986938930944	0
ENSG00000004846	ABCB5	0	0	0	0	2.98795743596065	0
ENSG00000004848	ARX	0	0	0	0	0	0
ENSG00000004864	SLC25A13	25.9858559607652	17.9435502741248	7.71761314544225	19.9981055836127	34.0498833459851	11.5343677972458
ENSG00000004866	ST7	17.5031120735155	21.0084105870998	5.46482405880193	26.0076512384663	15.4668130101035	15.3994328607966
ENSG00000004897	CDC27	69.0870890003158	122.258076894316	78.3304117259227	53.3254918822378	79.35615252886	39.8145833786498
ENSG00000004939	SLC4A1	0	0	0	0	0	0
ENSG00000004948	CALCR	0	0	0	0	0	0
ENSG00000004961	HCCS	33.549337784563	32.1185067195564	9.0521285278111	15.7389616639996	24.9139731351375	10.1697040543513
ENSG00000004975	DVL2	9.9016912167148	13.5618115939785	9.68927768452903	13.7134695799474	25.074342008402	13.5651426163812
ENSG00000005001	PRSS22	0	0	0	0	0	0
ENSG00000005007	UPF1	80.5327181953069	104.262802876808	61.534588739689	58.2261026732034	73.9902485847893	73.1575268066243
ENSG00000005020	SKAP2	171.652579960651	142.661545822479	29.7612829719953	23.8099633812174	163.245099507836	44.1213772311817
ENSG00000005022	SLC25A5	301.320154078474	309.206846392688	56.5501140017396	62.8143321779449	351.136071759471	59.1552998828586
ENSG00000005059	CCDC109B	40.9254916466364	57.0516401833164	37.2728528303501	35.2673144322817	21.9373464125249	31.7435268053702
ENSG00000005073	HOXA11	0	0	0	0	0	0
